# year	month	day	hour(utc+3)	minute	T_2	TD_2	U_2	WD_2	T_26	TD_26	U_26	WD_26	T_49	TD_49	U_49	WD_49	T_92	TD_92	U_92	WD_92	T_141	TD_141	U_141	WD_141	T_217	TD_217	U_217	WD_217	T_265	TD_265	U_265	WD_265	T_327	TD_327	U_327	WD_327
2017	12	7	1	40	-6.6	-7.4	-999.0	-999.0	-4.6	-6.1	2.0	353.0	-3.6	-6.2	-999.0	-999.0	-3.6	-6.5	0.7	70.0	-3.9	-6.5	-999.0	-999.0	-4.4	-5.6	1.9	93.0	-5.3	-6.7	-999.0	-999.0	-5.1	-7.5	4.0	88.0
2017	12	7	1	50	-6.8	-7.6	-999.0	-999.0	-4.8	-6.1	1.3	337.0	-3.6	-6.2	-999.0	-999.0	-3.6	-6.5	0.6	87.0	-3.9	-6.4	-999.0	-999.0	-4.4	-5.6	1.9	112.0	-5.4	-6.6	-999.0	-999.0	-5.1	-7.4	3.5	99.0
2017	12	7	2	0	-6.8	-7.6	-999.0	-999.0	-4.7	-6.1	1.7	345.0	-3.6	-6.3	-999.0	-999.0	-3.6	-6.4	0.7	98.0	-4.0	-6.4	-999.0	-999.0	-4.4	-5.6	2.1	113.0	-5.3	-6.7	-999.0	-999.0	-5.1	-7.5	3.7	103.0
2017	12	7	2	10	-6.8	-7.6	-999.0	-999.0	-4.5	-6.0	1.6	2.0	-3.5	-6.4	-999.0	-999.0	-3.6	-6.4	1.0	99.0	-4.0	-6.4	-999.0	-999.0	-4.4	-5.3	2.2	118.0	-5.3	-6.8	-999.0	-999.0	-5.1	-7.5	4.1	107.0
2017	12	7	2	20	-6.8	-7.5	-999.0	-999.0	-4.0	-6.4	0.5	30.0	-3.4	-6.4	-999.0	-999.0	-3.6	-6.5	0.8	87.0	-3.9	-6.4	-999.0	-999.0	-4.3	-5.9	2.1	112.0	-5.2	-7.0	-999.0	-999.0	-5.0	-7.5	4.3	106.0
2017	12	7	2	30	-6.8	-7.6	-999.0	-999.0	-4.1	-6.5	0.4	38.0	-3.4	-6.5	-999.0	-999.0	-3.6	-6.5	0.8	88.0	-3.9	-6.4	-999.0	-999.0	-4.3	-5.9	2.3	112.0	-5.2	-7.0	-999.0	-999.0	-5.0	-7.7	4.4	108.0
2017	12	7	2	40	-6.7	-7.5	-999.0	-999.0	-4.0	-6.5	0.3	48.0	-3.4	-6.4	-999.0	-999.0	-3.6	-6.5	1.0	95.0	-3.9	-6.4	-999.0	-999.0	-4.2	-6.0	2.8	112.0	-5.1	-7.3	-999.0	-999.0	-4.9	-7.9	4.6	108.0
2017	12	7	2	50	-6.7	-7.5	-999.0	-999.0	-4.2	-6.5	0.3	119.0	-3.4	-6.4	-999.0	-999.0	-3.6	-6.5	1.3	75.0	-3.9	-6.4	-999.0	-999.0	-4.2	-6.2	3.1	108.0	-5.0	-7.1	-999.0	-999.0	-4.8	-7.3	4.7	107.0
2017	12	7	3	0	-6.8	-7.7	-999.0	-999.0	-4.3	-6.5	0.3	189.0	-3.5	-6.3	-999.0	-999.0	-3.7	-6.5	1.4	74.0	-3.9	-6.4	-999.0	-999.0	-4.1	-6.0	3.3	110.0	-5.1	-6.5	-999.0	-999.0	-4.9	-6.4	4.3	114.0
2017	12	7	3	10	-6.7	-7.6	-999.0	-999.0	-4.2	-6.6	0.4	180.0	-3.5	-6.2	-999.0	-999.0	-3.6	-6.4	1.5	70.0	-3.8	-6.6	-999.0	-999.0	-4.1	-5.4	3.4	112.0	-5.1	-6.0	-999.0	-999.0	-4.7	-6.8	4.1	116.0
2017	12	7	3	20	-6.8	-7.7	-999.0	-999.0	-4.4	-6.6	0.4	224.0	-3.5	-6.3	-999.0	-999.0	-3.6	-6.3	2.0	73.0	-3.7	-6.6	-999.0	-999.0	-4.1	-5.0	3.6	112.0	-5.1	-5.7	-999.0	-999.0	-4.6	-7.1	4.0	117.0
2017	12	7	3	30	-6.7	-7.5	-999.0	-999.0	-4.4	-6.5	0.4	307.0	-3.5	-6.3	-999.0	-999.0	-3.6	-6.4	2.0	85.0	-3.7	-6.7	-999.0	-999.0	-4.1	-4.6	3.6	118.0	-5.1	-5.3	-999.0	-999.0	-4.4	-7.2	4.2	126.0
2017	12	7	3	40	-6.6	-7.5	-999.0	-999.0	-4.1	-6.3	0.4	255.0	-3.5	-6.3	-999.0	-999.0	-3.6	-6.4	2.0	79.0	-3.6	-6.5	-999.0	-999.0	-4.1	-4.4	3.4	115.0	-5.0	-5.2	-999.0	-999.0	-4.1	-7.5	4.3	131.0
2017	12	7	3	50	-6.5	-7.3	-999.0	-999.0	-4.5	-6.4	0.5	31.0	-3.4	-6.2	-999.0	-999.0	-3.6	-6.3	2.0	86.0	-3.6	-6.1	-999.0	-999.0	-4.1	-4.4	3.4	121.0	-4.9	-5.1	-999.0	-999.0	-4.4	-6.4	4.7	136.0
2017	12	7	4	0	-6.6	-7.5	-999.0	-999.0	-4.8	-6.6	0.6	48.0	-3.4	-6.2	-999.0	-999.0	-3.6	-6.4	2.0	89.0	-3.6	-5.7	-999.0	-999.0	-4.0	-4.4	3.6	124.0	-4.8	-5.0	-999.0	-999.0	-4.1	-7.2	4.6	139.0
2017	12	7	4	10	-6.6	-7.4	-999.0	-999.0	-4.7	-6.5	0.8	50.0	-3.5	-6.2	-999.0	-999.0	-3.6	-6.4	2.2	91.0	-3.6	-5.6	-999.0	-999.0	-3.9	-4.2	4.1	126.0	-4.7	-5.0	-999.0	-999.0	-3.9	-7.9	4.8	142.0
2017	12	7	4	20	-6.7	-7.6	-999.0	-999.0	-4.9	-6.6	1.8	62.0	-3.6	-6.1	-999.0	-999.0	-3.5	-6.4	2.8	94.0	-3.6	-5.5	-999.0	-999.0	-3.7	-4.1	4.9	128.0	-4.6	-5.1	-999.0	-999.0	-3.6	-8.7	4.3	141.0
2017	12	7	4	30	-6.6	-7.5	-999.0	-999.0	-5.1	-6.6	2.6	65.0	-3.5	-6.1	-999.0	-999.0	-3.4	-6.4	3.3	96.0	-3.5	-5.4	-999.0	-999.0	-3.6	-4.2	5.4	126.0	-4.5	-5.1	-999.0	-999.0	-3.7	-8.2	4.5	141.0
2017	12	7	4	40	-6.6	-7.5	-999.0	-999.0	-5.1	-6.7	1.7	60.0	-3.6	-6.1	-999.0	-999.0	-3.3	-6.0	3.5	97.0	-3.4	-5.1	-999.0	-999.0	-3.5	-4.1	5.4	126.0	-4.4	-5.3	-999.0	-999.0	-3.8	-7.3	5.0	140.0
2017	12	7	4	50	-6.5	-7.3	-999.0	-999.0	-5.3	-6.8	1.6	61.0	-3.5	-6.1	-999.0	-999.0	-3.3	-6.0	3.6	99.0	-3.4	-5.0	-999.0	-999.0	-3.5	-4.1	5.6	125.0	-4.3	-5.3	-999.0	-999.0	-3.9	-6.9	5.5	138.0
2017	12	7	5	0	-6.5	-7.3	-999.0	-999.0	-5.2	-6.8	1.9	65.0	-3.5	-6.1	-999.0	-999.0	-3.2	-5.9	3.1	104.0	-3.4	-5.1	-999.0	-999.0	-3.4	-4.2	5.6	130.0	-4.2	-5.2	-999.0	-999.0	-4.1	-6.0	6.5	141.0
2017	12	7	5	10	-6.4	-7.3	-999.0	-999.0	-5.0	-6.5	2.4	70.0	-3.4	-6.2	-999.0	-999.0	-3.1	-6.0	3.5	105.0	-3.4	-5.1	-999.0	-999.0	-3.2	-4.3	6.1	130.0	-4.1	-5.3	-999.0	-999.0	-4.0	-6.0	7.0	142.0
2017	12	7	5	20	-6.4	-7.3	-999.0	-999.0	-5.1	-6.5	2.7	72.0	-3.3	-6.2	-999.0	-999.0	-3.1	-6.0	3.7	106.0	-3.4	-5.1	-999.0	-999.0	-3.2	-4.1	6.2	131.0	-4.1	-5.4	-999.0	-999.0	-3.9	-5.9	6.9	141.0
2017	12	7	5	30	-6.4	-7.3	-999.0	-999.0	-5.3	-6.7	3.0	71.0	-3.7	-6.3	-999.0	-999.0	-3.2	-6.0	4.1	108.0	-3.3	-4.8	-999.0	-999.0	-3.1	-4.3	6.7	128.0	-4.0	-5.2	-999.0	-999.0	-3.9	-5.7	7.0	139.0
2017	12	7	5	40	-6.6	-7.5	-999.0	-999.0	-5.3	-6.6	2.9	67.0	-3.6	-6.1	-999.0	-999.0	-3.2	-5.8	4.9	102.0	-3.1	-4.9	-999.0	-999.0	-3.1	-4.3	6.8	126.0	-4.0	-5.3	-999.0	-999.0	-3.9	-5.7	7.3	139.0
2017	12	7	5	50	-6.7	-7.6	-999.0	-999.0	-5.2	-6.8	3.1	69.0	-3.7	-6.1	-999.0	-999.0	-3.0	-5.3	4.6	106.0	-3.0	-4.8	-999.0	-999.0	-3.1	-3.9	6.9	127.0	-4.0	-5.0	-999.0	-999.0	-3.9	-5.4	7.4	139.0
2017	12	7	6	0	-6.9	-7.8	-999.0	-999.0	-5.3	-6.9	2.9	67.0	-3.6	-6.0	-999.0	-999.0	-3.0	-5.0	4.8	105.0	-3.1	-4.8	-999.0	-999.0	-3.0	-4.0	6.8	125.0	-3.9	-4.8	-999.0	-999.0	-3.8	-5.3	7.3	137.0
2017	12	7	6	10	-6.9	-7.8	-999.0	-999.0	-5.2	-6.7	2.2	62.0	-3.8	-6.0	-999.0	-999.0	-3.1	-4.8	5.4	102.0	-2.8	-4.5	-999.0	-999.0	-2.9	-3.9	6.8	127.0	-3.9	-4.9	-999.0	-999.0	-3.8	-5.3	7.1	138.0
2017	12	7	6	20	-6.7	-7.5	-999.0	-999.0	-5.1	-6.6	3.0	66.0	-3.9	-5.9	-999.0	-999.0	-2.7	-4.6	5.5	102.0	-2.7	-4.3	-999.0	-999.0	-2.8	-3.9	7.1	126.0	-3.8	-4.9	-999.0	-999.0	-3.7	-5.3	7.3	134.0
2017	12	7	6	30	-6.6	-7.4	-999.0	-999.0	-5.3	-6.7	2.7	65.0	-3.9	-5.7	-999.0	-999.0	-2.5	-4.5	5.0	111.0	-2.4	-4.5	-999.0	-999.0	-2.8	-3.7	7.0	126.0	-3.8	-4.8	-999.0	-999.0	-3.7	-5.2	7.2	134.0
2017	12	7	6	40	-6.3	-7.1	-999.0	-999.0	-5.2	-6.5	2.8	66.0	-4.0	-5.6	-999.0	-999.0	-2.4	-4.5	5.8	115.0	-2.4	-4.8	-999.0	-999.0	-2.7	-3.8	7.1	127.0	-3.7	-5.0	-999.0	-999.0	-3.7	-5.5	7.2	131.0
2017	12	7	6	50	-6.1	-6.9	-999.0	-999.0	-5.2	-6.5	2.6	66.0	-3.9	-5.4	-999.0	-999.0	-2.3	-4.4	5.9	118.0	-2.2	-4.6	-999.0	-999.0	-2.6	-4.2	7.2	128.0	-3.7	-5.1	-999.0	-999.0	-3.6	-5.5	7.2	132.0
2017	12	7	7	0	-6.0	-6.7	-999.0	-999.0	-5.3	-6.4	2.8	67.0	-4.1	-5.6	-999.0	-999.0	-2.2	-4.4	5.9	119.0	-2.1	-5.0	-999.0	-999.0	-2.5	-4.4	7.3	127.0	-3.6	-5.2	-999.0	-999.0	-3.6	-5.5	7.2	132.0
2017	12	7	7	10	-5.9	-6.7	-999.0	-999.0	-5.2	-6.3	3.0	71.0	-3.8	-5.3	-999.0	-999.0	-2.0	-4.8	5.9	125.0	-1.9	-5.2	-999.0	-999.0	-2.5	-4.2	7.3	125.0	-3.6	-5.2	-999.0	-999.0	-3.6	-5.5	7.2	130.0
2017	12	7	7	20	-5.7	-6.4	-999.0	-999.0	-5.1	-6.2	2.9	70.0	-3.5	-5.3	-999.0	-999.0	-1.6	-5.0	6.0	132.0	-1.8	-4.9	-999.0	-999.0	-2.4	-3.8	7.3	126.0	-3.5	-4.8	-999.0	-999.0	-3.4	-5.4	7.1	132.0
2017	12	7	7	30	-5.7	-6.4	-999.0	-999.0	-5.0	-6.1	2.9	70.0	-3.2	-5.0	-999.0	-999.0	-1.5	-4.7	6.3	132.0	-1.7	-4.7	-999.0	-999.0	-2.3	-3.5	7.4	125.0	-3.4	-4.6	-999.0	-999.0	-3.3	-5.1	7.3	131.0
2017	12	7	7	40	-5.5	-6.3	-999.0	-999.0	-4.9	-6.0	2.7	75.0	-2.5	-4.7	-999.0	-999.0	-1.4	-4.5	6.3	134.0	-1.6	-4.5	-999.0	-999.0	-2.3	-3.5	7.4	127.0	-3.3	-4.4	-999.0	-999.0	-3.3	-4.8	7.3	134.0
2017	12	7	7	50	-5.4	-6.1	-999.0	-999.0	-4.8	-5.8	2.8	70.0	-2.4	-4.7	-999.0	-999.0	-1.3	-4.4	6.3	132.0	-1.5	-4.4	-999.0	-999.0	-2.1	-3.4	7.3	127.0	-3.2	-4.3	-999.0	-999.0	-3.2	-4.7	7.3	133.0
2017	12	7	8	0	-5.3	-6.0	-999.0	-999.0	-4.6	-5.8	2.7	69.0	-2.3	-4.8	-999.0	-999.0	-1.2	-4.4	6.2	133.0	-1.4	-4.5	-999.0	-999.0	-2.1	-3.5	7.2	128.0	-3.1	-4.4	-999.0	-999.0	-3.1	-4.7	7.2	134.0
2017	12	7	8	10	-5.2	-5.9	-999.0	-999.0	-4.3	-5.8	2.8	72.0	-2.3	-4.9	-999.0	-999.0	-1.1	-4.4	6.2	133.0	-1.3	-4.4	-999.0	-999.0	-2.0	-3.3	7.0	127.0	-3.0	-4.3	-999.0	-999.0	-3.0	-4.6	7.0	132.0
2017	12	7	8	20	-5.1	-5.8	-999.0	-999.0	-4.2	-5.5	2.9	70.0	-1.7	-4.3	-999.0	-999.0	-0.9	-4.1	6.5	130.0	-1.2	-4.1	-999.0	-999.0	-1.9	-3.3	7.3	125.0	-2.9	-4.0	-999.0	-999.0	-2.9	-4.4	7.3	131.0
2017	12	7	8	30	-5.0	-5.7	-999.0	-999.0	-4.2	-5.5	3.0	69.0	-1.7	-4.4	-999.0	-999.0	-0.8	-4.0	6.8	126.0	-1.2	-4.0	-999.0	-999.0	-1.8	-3.0	7.5	123.0	-2.8	-4.1	-999.0	-999.0	-2.8	-4.4	7.3	130.0
2017	12	7	8	40	-4.8	-5.5	-999.0	-999.0	-3.8	-5.3	3.0	74.0	-1.2	-3.9	-999.0	-999.0	-0.8	-3.9	6.7	127.0	-1.0	-4.0	-999.0	-999.0	-1.7	-3.1	7.6	124.0	-2.7	-4.0	-999.0	-999.0	-2.7	-4.5	7.5	129.0
2017	12	7	8	50	-4.6	-5.3	-999.0	-999.0	-3.7	-5.2	3.0	75.0	-1.0	-3.9	-999.0	-999.0	-0.6	-4.0	6.3	129.0	-0.9	-4.3	-999.0	-999.0	-1.5	-3.4	7.5	126.0	-2.5	-4.2	-999.0	-999.0	-2.5	-4.6	7.6	130.0
2017	12	7	9	0	-4.6	-5.4	-999.0	-999.0	-3.5	-5.1	2.9	75.0	-1.1	-3.8	-999.0	-999.0	-0.6	-3.5	6.5	128.0	-0.8	-3.4	-999.0	-999.0	-1.4	-2.6	7.7	123.0	-2.5	-3.6	-999.0	-999.0	-2.4	-4.2	7.6	129.0
2017	12	7	9	10	-4.6	-5.1	-999.0	-999.0	-3.4	-4.9	2.9	76.0	-1.4	-3.9	-999.0	-999.0	-0.5	-3.1	6.8	129.0	-0.7	-3.3	-999.0	-999.0	-1.4	-2.6	7.9	125.0	-2.4	-3.5	-999.0	-999.0	-2.4	-4.0	7.7	132.0
2017	12	7	9	20	-4.3	-4.9	-999.0	-999.0	-3.2	-4.8	3.1	80.0	-1.2	-3.4	-999.0	-999.0	-0.4	-3.3	7.1	129.0	-0.7	-3.7	-999.0	-999.0	-1.3	-2.7	8.0	125.0	-2.4	-3.5	-999.0	-999.0	-2.4	-3.8	7.8	128.0
2017	12	7	9	30	-4.1	-4.8	-999.0	-999.0	-2.2	-4.0	3.0	92.0	-0.8	-3.3	-999.0	-999.0	-0.4	-3.2	7.5	131.0	-0.7	-3.3	-999.0	-999.0	-1.4	-2.2	8.3	124.0	-2.5	-3.3	-999.0	-999.0	-2.4	-3.7	7.9	128.0
2017	12	7	9	40	-3.4	-4.3	-999.0	-999.0	-2.3	-4.0	2.9	120.0	-0.7	-3.1	-999.0	-999.0	-0.4	-3.1	7.4	134.0	-0.7	-3.3	-999.0	-999.0	-1.4	-2.5	8.2	127.0	-2.4	-3.3	-999.0	-999.0	-2.4	-3.7	7.9	131.0
2017	12	7	9	50	-2.1	-3.4	-999.0	-999.0	-1.7	-3.5	3.8	136.0	-0.4	-3.1	-999.0	-999.0	-0.4	-3.2	7.5	138.0	-0.7	-3.2	-999.0	-999.0	-1.4	-2.3	8.4	131.0	-2.4	-3.2	-999.0	-999.0	-2.4	-3.7	8.1	137.0
2017	12	7	10	0	-2.0	-3.3	-999.0	-999.0	-1.5	-3.3	3.5	133.0	-0.4	-3.0	-999.0	-999.0	-0.3	-3.4	7.2	139.0	-0.6	-3.4	-999.0	-999.0	-1.3	-2.5	8.3	131.0	-2.4	-3.2	-999.0	-999.0	-2.4	-3.6	8.1	137.0
2017	12	7	10	10	-1.9	-3.0	-999.0	-999.0	-1.3	-3.3	3.5	126.0	-0.3	-3.0	-999.0	-999.0	-0.3	-3.2	7.2	136.0	-0.6	-3.2	-999.0	-999.0	-1.3	-2.0	8.4	129.0	-2.3	-3.0	-999.0	-999.0	-2.3	-3.5	8.5	135.0
2017	12	7	10	20	-1.2	-2.8	-999.0	-999.0	-1.2	-3.1	3.1	124.0	-0.4	-3.0	-999.0	-999.0	-0.3	-3.0	7.2	133.0	-0.6	-3.0	-999.0	-999.0	-1.3	-2.0	8.9	129.0	-2.3	-2.8	-999.0	-999.0	-2.3	-3.2	8.9	134.0
2017	12	7	10	30	-1.0	-2.6	-999.0	-999.0	-1.0	-3.0	3.4	128.0	-0.2	-2.7	-999.0	-999.0	-0.3	-2.7	6.6	134.0	-0.6	-2.6	-999.0	-999.0	-1.2	-1.7	8.3	131.0	-2.3	-2.5	-999.0	-999.0	-2.2	-3.1	8.6	137.0
2017	12	7	10	40	-0.6	-2.3	-999.0	-999.0	-0.8	-2.7	3.6	128.0	-0.2	-2.5	-999.0	-999.0	-0.3	-2.6	6.8	136.0	-0.6	-2.6	-999.0	-999.0	-1.2	-1.7	8.8	131.0	-2.2	-2.5	-999.0	-999.0	-2.2	-3.2	8.7	135.0
2017	12	7	10	50	-0.5	-2.1	-999.0	-999.0	-0.7	-2.5	3.5	130.0	-0.2	-2.4	-999.0	-999.0	-0.3	-2.5	6.9	136.0	-0.5	-2.5	-999.0	-999.0	-1.2	-1.5	8.8	128.0	-2.2	-2.5	-999.0	-999.0	-2.2	-3.2	8.5	135.0
2017	12	7	11	0	-0.2	-2.0	-999.0	-999.0	-0.6	-2.4	3.4	132.0	-0.1	-2.3	-999.0	-999.0	-0.2	-2.4	6.5	135.0	-0.5	-2.4	-999.0	-999.0	-1.1	-1.5	9.2	128.0	-2.2	-2.2	-999.0	-999.0	-2.2	-2.9	9.0	133.0
2017	12	7	11	10	0.0	-1.7	-999.0	-999.0	-0.5	-2.3	3.3	129.0	-0.1	-2.1	-999.0	-999.0	-0.2	-2.1	6.9	132.0	-0.5	-2.0	-999.0	-999.0	-1.1	-1.1	9.3	125.0	-2.2	-1.9	-999.0	-999.0	-2.1	-2.6	9.3	131.0
2017	12	7	11	20	0.1	-1.5	-999.0	-999.0	-0.3	-1.9	3.5	133.0	0.0	-1.7	-999.0	-999.0	-0.1	-2.0	7.2	134.0	-0.5	-2.1	-999.0	-999.0	-1.1	-1.3	9.0	127.0	-2.2	-2.0	-999.0	-999.0	-2.1	-2.7	9.3	134.0
2017	12	7	11	30	0.3	-1.4	-999.0	-999.0	-0.3	-2.0	3.6	134.0	0.0	-1.9	-999.0	-999.0	-0.2	-2.1	7.1	135.0	-0.6	-2.2	-999.0	-999.0	-1.2	-1.3	9.3	127.0	-2.3	-2.0	-999.0	-999.0	-2.2	-2.7	9.3	131.0
2017	12	7	11	40	0.3	-1.5	-999.0	-999.0	-0.3	-1.9	4.1	134.0	0.0	-1.8	-999.0	-999.0	-0.2	-2.0	7.3	136.0	-0.6	-2.0	-999.0	-999.0	-1.2	-1.1	9.8	127.0	-2.3	-1.8	-999.0	-999.0	-2.2	-2.6	9.9	132.0
2017	12	7	11	50	0.3	-1.3	-999.0	-999.0	-0.2	-1.8	3.6	134.0	0.0	-1.7	-999.0	-999.0	-0.2	-1.8	6.7	135.0	-0.6	-1.9	-999.0	-999.0	-1.2	-1.2	9.0	129.0	-2.2	-1.9	-999.0	-999.0	-2.2	-2.7	9.9	134.0
2017	12	7	12	0	0.4	-1.3	-999.0	-999.0	-0.2	-1.8	3.7	134.0	0.1	-1.7	-999.0	-999.0	-0.2	-1.8	7.3	137.0	-0.5	-1.9	-999.0	-999.0	-1.1	-1.2	10.1	130.0	-2.1	-2.1	-999.0	-999.0	-2.1	-3.0	10.5	135.0
2017	12	7	12	10	0.4	-1.3	-999.0	-999.0	-0.1	-1.9	4.4	132.0	0.2	-1.7	-999.0	-999.0	-0.1	-2.0	7.8	136.0	-0.4	-2.1	-999.0	-999.0	-1.0	-1.2	10.5	130.0	-2.0	-1.9	-999.0	-999.0	-1.9	-2.9	10.7	136.0
2017	12	7	12	20	0.5	-1.3	-999.0	-999.0	0.0	-1.9	4.2	129.0	0.3	-1.7	-999.0	-999.0	0.0	-1.9	7.4	133.0	-0.4	-1.9	-999.0	-999.0	-1.0	-1.1	10.3	128.0	-1.8	-2.3	-999.0	-999.0	-1.8	-3.2	10.8	135.0
2017	12	7	12	30	0.6	-1.3	-999.0	-999.0	0.1	-1.7	3.7	132.0	0.4	-1.6	-999.0	-999.0	0.1	-1.8	7.4	136.0	-0.2	-2.0	-999.0	-999.0	-0.8	-1.3	10.6	130.0	-1.8	-2.1	-999.0	-999.0	-1.6	-3.4	11.1	138.0
2017	12	7	12	40	0.7	-1.2	-999.0	-999.0	0.1	-1.7	4.2	135.0	0.4	-1.6	-999.0	-999.0	0.1	-1.8	7.5	140.0	-0.1	-2.0	-999.0	-999.0	-0.7	-1.2	11.2	133.0	-1.7	-2.3	-999.0	-999.0	-1.6	-3.4	11.6	142.0
2017	12	7	12	50	0.8	-1.5	-999.0	-999.0	0.3	-1.9	4.5	138.0	0.5	-1.8	-999.0	-999.0	0.3	-2.0	8.1	144.0	0.0	-2.1	-999.0	-999.0	-0.6	-1.4	11.4	136.0	-1.6	-2.3	-999.0	-999.0	-1.5	-3.6	11.6	144.0
2017	12	7	13	0	1.0	-1.3	-999.0	-999.0	0.4	-1.8	4.3	134.0	0.6	-1.7	-999.0	-999.0	0.4	-1.9	7.4	141.0	0.0	-2.0	-999.0	-999.0	-0.5	-1.2	10.8	134.0	-1.6	-2.1	-999.0	-999.0	-1.4	-3.7	11.7	142.0
2017	12	7	13	10	0.9	-1.1	-999.0	-999.0	0.4	-1.6	4.0	137.0	0.7	-1.5	-999.0	-999.0	0.4	-1.8	6.9	143.0	0.1	-2.0	-999.0	-999.0	-0.5	-1.3	10.6	136.0	-1.5	-2.4	-999.0	-999.0	-1.3	-3.6	12.2	144.0
2017	12	7	13	20	1.0	-1.1	-999.0	-999.0	0.4	-1.6	3.6	139.0	0.7	-1.5	-999.0	-999.0	0.5	-1.7	7.0	146.0	0.1	-1.8	-999.0	-999.0	-0.5	-1.1	10.3	138.0	-1.5	-2.0	-999.0	-999.0	-1.4	-2.8	12.0	145.0
2017	12	7	13	30	1.1	-1.1	-999.0	-999.0	0.6	-1.6	3.9	146.0	0.9	-1.4	-999.0	-999.0	0.5	-1.5	6.9	149.0	0.2	-1.6	-999.0	-999.0	-0.5	-0.7	10.2	140.0	-1.5	-1.6	-999.0	-999.0	-1.5	-2.3	11.8	147.0
2017	12	7	13	40	1.1	-1.1	-999.0	-999.0	0.5	-1.4	4.1	146.0	0.8	-1.3	-999.0	-999.0	0.5	-1.5	7.5	151.0	0.1	-1.5	-999.0	-999.0	-0.5	-0.7	10.2	143.0	-1.6	-1.4	-999.0	-999.0	-1.5	-2.2	11.7	150.0
2017	12	7	13	50	1.2	-0.8	-999.0	-999.0	0.5	-1.3	4.1	144.0	0.8	-1.1	-999.0	-999.0	0.5	-1.3	7.5	149.0	0.0	-1.3	-999.0	-999.0	-0.6	-0.5	10.5	141.0	-1.6	-1.3	-999.0	-999.0	-1.5	-2.2	11.8	148.0
